text,username,city_request,city_provenance
Hi  Just looking for recommendations for places to eat in Mancester city Centre we're arriving tomorrow 2 couples in our late 30s early 40s. We love steak cocktails fried chicken American style eats like ribs etc smash burgers brunch coffee sweet treats! We're staying at the Holiday Inn Manchester city centre so anywhere close by would be great.  Thanks Advance 😊 ,ladyluck14k,Manchester,"Derry, United..."
We will be heading from Edinburgh to Dunvegan in May. It seems too long of a stretch to do in one day if you want to really take in the scenery and not rush so we are looking for a nice place to spend a night and break up the drive. Planning on the scenic route through Sterling/Glencoe/etc… Oban? Glencoe? Fort William? Accommodation recommendations also welcome. ,sunnygirl0524,Scotland,british columbia
Hello all. We're booked to go to a gig at Alexandra Palace next Autumn and will need somewhere to stay on the night. Budget would be best as we are just sleeping there. Will be 2 adults and a teenage child. Does anyone have any recommendations either close to Alexandra Palace or in easy walking distance of the Picadilly Line please? Thank you in advance. ,kirsty c,London,"Cromer, United..."
Hi there we are currently staying in the tune hotel on Castle Street and was wondering what's the best way to get to Goodison park please ? Thanks ,Adventure771394,Liverpool,
My family recently spent one night in Fort William as we were traveling back from the Isle of Skye towards Edinburgh. After dinner we walked to the grocery store to pickup a few items then proceeded to walk back towards our hotel. A large group of teenage boys began to follow us. At one point they started throwing things at us and hit my daughters in the back with something. We kept walking and made it to the touristy area of town at which point they stopped following us. This was an alarming incident for my children and I realize this can happen anywhere but I was wondering if anyone else has experienced issues in Fort William or if we were just unlucky? I'd hate to think I put my kids in danger because I missed some warning about crime in the area. ,Jeremy J,Fort William,Ellicott City...
Hi all I'm due to fly out of Gatwick on Jan 28th. However there are engineering works planned so the trains aren't running. Any suggestions on what would be the next best way to travel to the airport? Flight is at 10am. Thanks! ,melissw,London,"Tipperary, Ireland"
Bournemouth Airport has intentionally impossible to walk to the road. I arrived last night at 8pm off a Malaga flightI attempted to walk to the road the lights were non existent and no paved surface just muddy grass. Walking in the semi darkness a car drove through a puddle and soaked me.. ,john healy,England,
My husband is going to Charing Cross Hospital early January as a day case. What is there to do in the area or by bus (not too much walking please as had both hips replaced recently). I expect I need to fill around 6 or 7 hours until he is discharged. Thank you. ,Joanne L,London,"Leeds, United..."
Hi going with my partner and our parents to see New Year's Eve fireworks and Christmas lights (ages 33 to 77). Looking for interesting places to visit (no museums or art galleries) and recommendations where to have a meal/drink during the day in central London. Any ideas please? So far got F1 arcade in Blackfriars Covent Garden and M&M's store in Leicester square on list which all seem within walking distance. According to Internet ice bar doesn't exist anymore? Is there a reasonably priced place to have a drink and enjoy the skyline of London? Thanks. ,Kristīne F,London,
Hello.    We’re travelling to Bristol for a rugby match at the end of December.    We’re a couple in our early 40’s and enjoy dinners and a few beers.    There’s no real budget for the Hotwl so any suggestions welcome.    Thanks in advance. ,Dohenywilliam11... D,Bristol,
Hello my husband and I are planning a long weekend in Snowdonia for his birthday next year in late June. We have pulled together some ideas for an itinerary but I'd be interested to see if there's anything else you'd suggest?    We will be travelling up on the evening after work so we can make the most of our time off. We're fit & active in our mid 30s. We enjoy hiking and being busy / doing something active. So plan wise we were thinking:    DAY ONE  This will be my husband's birthday and he wants it to be quite active and busy. We were thinking of going to Zipworld in the morning (he has been before and loved it I've not yet been) and in the afternoon arrange to canoe over The Pontcysyllte Aqueduct.    DAY TWO  Walks & exploring - in particular we were thinking of walking around Llyn Efyrnwy and also driving over to Stwlan Dam for an explore as we thought it looks quite interesting.    DAY THREE  We're thinking of walking up Snowdon. I know it gets very busy these days; I've done Snowdon before but my husband. We are keen hikers generally and we're building on our fitness ready for 2 weeks in the Dolomites next year so Snowdon will be one of many training hikes we're planning.    DAY FOUR  Casual morning before the 5 hour drive back home    Really interested if you'd recommend something else instead of the above or any other thoughts. Thank you :) ,WeLoveTravel.in,Snowdonia-Eryri National Park,"Portsmouth, United..."
