text,username,city_request,city_provenance
should i stay at the lodge or tower. one person in my party has a walking issue and needs a walker to get around. also we have a reservation at wildflowers for one evening. how is the breakfast at wildflowers and dinner at the buffet. ,bethpage28,Verona,long island
Hi everyone! I’d like to surprise my wife with an anniversary trip to NYC. I’d really like to impress her with the hotel choice. We like luxury assume budget isn’t an issue. We don’t want pretentious though. We tend to prefer more rustic/less modern accommodations. No significant plans while we are in town so Neighborhood isn’t to important. Look forward to the suggestions!(trip is in 2 weeks fyi) ,Justin4581,New York City,"Mount Holly, North..."
Taking the train from Penn Station to MetLife for a concert and wondering where best to dine and grab drinks before the concert. Would like to spend under $150 for a couple.  Thanks in advance ,Wanderlust8888888,New York City,"Austin, Texas"
Flying into JFK on a Friday. Taking train to Baltimore  on a Sunday. Which would be the best hotel to stay at. We would like to do lots of sightseeing on the Saturday/Sunday. ,HodgyTraveler,New York City,"Saskatoon, Canada"
Need airport transfer from JFK to NJ. 4 people with 6 check in suitcases and 6 other small luggages.    Any reliable car transfers. Thanks. ,Samisarus,New York City,
Looking at options for a 13hr layover at Newark would a trip into the city be an option? Would be a Saturday.    Thanks in advance for any advice / options ,debs280,New York City,"Edinburgh, United..."
I just want to double check I just need my passport card to get into Canada and then back into the US if I want to go to the Thousand Islands Tower. I dont want to bring my passport unless I have to (Although its a pretty lonely passport since I got a New one and it doesnt have any stamps in it) ,Queenstravelbuff,Alexandria Bay,New York City
Wanting to hire from Bike Rental Central Park. Can anyone tell me if they have used this provider and if the power lasts for 5 hours? Thanks ,chrisY9334QI,New York City,"Melbourne, Australia"
My wife and I will be in NYC for a couple of days before a cruise. We are both 75 and do not have mobility issues. My question is will we be ok and feel safe using the subway system. Or would you recommend using cabs? Thanks in advance. ,Jack,New York City,Sacramento...
Hello heading to NYC next week. I am trying to find a venue that hosts an afternoon tea with a fabulous view perhaps overlooking Central Park or another park. Any suggestions? Thank you in advance. ,Enfermera,New York City,
Hello I don’t see a very updated answer to the breakfast question; so I wanted to know everyone’s recommendation for the best breakfast spot in Lake George. Preferably right in the village area but willing to get in the car if we have to. Thanks! ,MEC-0401,Lake George,"Long Island, New..."
I’ll be in NYC on Thanksgiving with kids. I would love to splurge on a prix fixe holiday meal at a nice restaurant but I’d be paying to watch my kids pick at their food while making a face. We’ll be staying on the upper west side. Is it a safe assumption that a handful of regular old diners will be open on Thanksgiving night? Do those typically require a reservation as well? ,Brynne T,New York City,
Hello  I saw that the tour of nbc studios in currently shut down does anyone know if it only temporarly? I will be visiting NYC in december and i would really like to make that visit. Thank you. ,Marko H,New York City,"Solkan, Slovenia"
I witnessed 2 of the classics on my walk from Grand Central to Port Authority this morning. Scam #1 the cartoon character family photo. Now this one I think is more of a victimless scam. They took a photo of their kids with Elmo and his friends dad reached into his pocket pulled out some cash and paid them. It looked like an arranged transaction and really none of my business  Scam #2 the phony Munk and the bracelet. I saw the whole thing. The timid approach slipping bracelets on both ladies wrist obvious tourists and then the request for money. They both looking somewhat caught off guard reached into their purses and got cash to give him. I was torn I wanted to tell them he was fake and by no means did they have to give him money but i just kept walking. What's the ethical thing to do? I mean the smallest amount of pre trip research you'd know they are scamming people. Is it buyer beware? Survival of the fittest? Do any of you try to help? I'm really not sure what is the right thing to do ,DK,New York City,Connecticut
Has anyone done these two cities in the same day via train from NY?  We want to do a day trip while we’re there I want to see the White House and the Lincoln Memorial my other half wants to see the Rocky Steps and have a cheesesteak from Philly. As a compromise I wondered if we could squeeze both into the same day with some meticulous planning.  I’ve done a dummy booking with Amtrak and if I utilise our jet lag by getting the extra early train on our first day around 5am I’m thinking we could do NYC-Washington see those sights leave Washington around 1-2pm get to Philly around 3pm see the Rocky Steps hopefully liberty bell and eastern penitentiary. Then grab a cheesesteak and get the train back around 7pm. Am I being too optimistic? I have no idea of the distances between the monuments in the cities and their distance from the train stations. ,Jay Cee,New York City,
Stopping in the Smyth hotel September and looking for local breakfast places and restaurants for evening meal . ,ngb72uk,New York City,"Retford, United..."
Heading to NYC for a week in Sept. Staying at a friends place in Bed-Stuy while they are out of town. As I'll be travelling solo just wondering if there is anything/anyplace I should specifically avoid in that neighborhood or Flatbush?  I've heard mixed things about the area but it seems to be pretty gentrified these days.  Thanks for the info! ,Adam Q,Brooklyn,
My teenage son and I will be in NYC next Saturday. We’re staying at my partner’s parents house outside of Philly and renting a car for this trip. I’ve only been to NYC once many years ago for a concert so I’m a newbie for sure. I know what we want to do and I got a map and plotted all the spots out but I’m still debating on the order of things (plus I don’t know how long it will take to get from one place to another and my experience with traveling is always expect things to take longer than they are supposed to!). We plan to walk and take the subway. Here is my general plan looking for suggestions on order of things things I’m missing or should see etc.    Saturday: Drive from Philly to New Jersey Penn Station take train to NYC Penn Station. Planning on getting to the city by 10:30am.    Take subway to South Ferry and take Staten Island Ferry. Grab lunch after.    2pm: 1 hour pedicab tour of Central Park (worried that we might not make it in time?)    Check into hotel in mid-town and relax.    Dinner/walk thru Times Square/Hamilton at 8pm    Sunday: Summit One at 9am (thinking the earliest spot will mean shoter wait times?)    Lunch and visit to A La Mode Ice Cream at 55th and 1st Ave (this is a must as it’s nut free and my son has a nut allergy and has never had ice cream at an ice cream shop)    1pm possible tour of Financial District (tour is not available Saturdays) or visit American Museum of Natural History    Train back to NJ and drive home late afternoon/evening    I could flip things and arrive on Saturday do Summit One at maybe 11:30 lunch/ice cream shop pedicab at 3 back to hotel by 4:45 to get ready for the evening. Right now the weather looks better on Sunday and I was thinking the early slot would mean less wait time but maybe it would be better to do the ferry and financial district together on Sunday...?    Another question I have is if there is an app that will help me navigate the subway (I haven’t searched this yet so sorry if it’s already been posted here).    Thanks in advance for your feedback! ,Deena Marie,New York City,"Eureka, California"
